,equity
2025-08-10 22:26:00+00:00,10000.0
2025-08-10 23:52:00+00:00,9999.683701415315
2025-08-11 02:17:00+00:00,9998.766193291955
2025-08-11 06:05:00+00:00,9998.0928466038
2025-08-11 09:09:00+00:00,9997.387937625906
2025-08-11 09:53:00+00:00,9996.004297363805
2025-08-11 11:23:00+00:00,9994.752214964323
2025-08-11 12:27:00+00:00,9994.024903460333
2025-08-11 14:38:00+00:00,9992.172925771847
2025-08-11 16:32:00+00:00,9991.60742426308
2025-08-11 17:32:00+00:00,9991.299650465056
2025-08-11 20:59:00+00:00,9990.344777375713
2025-08-12 00:45:00+00:00,9991.574037534925
2025-08-12 01:25:00+00:00,9990.66105670846
2025-08-12 06:15:00+00:00,9989.69651560145
2025-08-12 07:39:00+00:00,9991.214223479168
2025-08-12 12:23:00+00:00,9990.372283586805
2025-08-12 13:12:00+00:00,9989.610036653003
2025-08-12 13:54:00+00:00,9988.048469072135
2025-08-12 15:27:00+00:00,9990.030190875503
2025-08-12 19:08:00+00:00,9989.226158662279
2025-08-12 22:17:00+00:00,9989.918048413445
2025-08-12 23:46:00+00:00,9989.665133058832
2025-08-13 02:40:00+00:00,9990.710386599465
2025-08-13 03:16:00+00:00,9990.088310599029
2025-08-13 04:02:00+00:00,9989.554816817832
2025-08-13 05:34:00+00:00,9989.088886506554
2025-08-13 07:12:00+00:00,9990.097748406473
2025-08-13 08:02:00+00:00,9989.451733303036
2025-08-13 09:42:00+00:00,9990.676297330834
2025-08-13 12:07:00+00:00,9989.498500475072
2025-08-13 13:01:00+00:00,9988.985703989165
2025-08-13 13:54:00+00:00,9990.126283067437
2025-08-13 15:09:00+00:00,9988.874198360374
2025-08-13 16:44:00+00:00,9988.556454958447
2025-08-13 17:28:00+00:00,9988.251651910665
2025-08-13 19:22:00+00:00,9988.545051245852
2025-08-13 23:02:00+00:00,9989.064369581067
2025-08-14 00:02:00+00:00,9989.60758814841
2025-08-14 02:29:00+00:00,9989.14829686828
2025-08-14 02:56:00+00:00,9988.6143850881
2025-08-14 07:01:00+00:00,9989.509057093692
2025-08-14 12:30:00+00:00,9988.608751563761
2025-08-14 14:05:00+00:00,9986.881304188697
2025-08-14 16:13:00+00:00,9985.068557390581
2025-08-14 19:05:00+00:00,9985.84334145565
2025-08-14 19:24:00+00:00,9985.64262612345
2025-08-14 22:15:00+00:00,9985.301022854157
2025-08-15 00:54:00+00:00,9985.923373088031
2025-08-15 05:05:00+00:00,9987.414624254925
2025-08-15 08:25:00+00:00,9986.771033110437
2025-08-15 09:09:00+00:00,9986.364095783638
2025-08-15 10:26:00+00:00,9985.696395323266
2025-08-15 10:57:00+00:00,9985.16874203934
2025-08-15 12:17:00+00:00,9984.795039786264
2025-08-15 13:51:00+00:00,9983.634453220693
2025-08-17 22:03:00+00:00,9982.929961529273
