entry_time,exit_time,entry,exit,sl,tp,pnl,fees,equity_after,exit_hit,risk,reward
2025-08-11 08:22:00+00:00,2025-08-11 09:05:00+00:00,3362.675,3358.515,3358.565,3370.8950000000004,-0.6185551681325595,0.0,9999.381444831868,sl,4.110000000000127,8.220000000000255
2025-08-11 13:32:00+00:00,2025-08-11 14:37:00+00:00,3352.989,3347.9649999999997,3348.015,3362.9370000000004,-0.7491359556926481,0.0,9998.632308876175,sl,4.97400000000016,9.94800000000032
2025-08-11 15:23:00+00:00,2025-08-11 16:32:00+00:00,3348.385,3344.595,3344.645,3355.8650000000007,-0.5658670739870846,0.0,9998.066441802188,sl,3.7400000000002365,7.480000000000473
2025-08-11 17:36:00+00:00,2025-08-11 20:59:00+00:00,3348.315,3341.915,3341.965,3361.015,-0.9555197946957636,0.0,9997.110922007492,sl,6.349999999999909,12.699999999999818
2025-08-12 07:30:00+00:00,2025-08-12 07:36:00+00:00,3349.135,3355.3650000000007,3345.995,3355.415000000001,0.9298221935531323,0.0,9998.040744201046,tp,3.1400000000003274,6.280000000000655
2025-08-12 11:41:00+00:00,2025-08-12 12:23:00+00:00,3344.6850000000004,3339.048,3339.098,3355.8590000000013,-0.8425151497834257,0.0,9997.198229051262,sl,5.587000000000444,11.174000000000888
2025-08-12 12:31:00+00:00,2025-08-12 13:12:00+00:00,3348.7050000000004,3343.595,3343.645,3358.825000000001,-0.7627677408200747,0.0,9996.435461310442,sl,5.0600000000004,10.1200000000008
2025-08-12 13:45:00+00:00,2025-08-12 13:54:00+00:00,3354.355,3343.868,3343.918,3375.229,-1.5626345256057188,0.0,9994.872826784836,sl,10.436999999999898,20.873999999999796
2025-08-12 17:22:00+00:00,2025-08-12 17:26:00+00:00,3350.465,3347.888,3347.938,3355.5190000000002,-0.38437630708911713,0.0,9994.488450477747,sl,2.5270000000000437,5.054000000000087
2025-08-12 19:29:00+00:00,2025-08-12 22:17:00+00:00,3348.079,3352.717,3345.735,3352.7670000000003,0.6922542364340117,0.0,9995.180704714181,tp,2.344000000000051,4.688000000000102
2025-08-13 07:13:00+00:00,2025-08-13 08:02:00+00:00,3358.498,3353.705,3353.755,3367.984,-0.713219140188505,0.0,9994.467485573992,sl,4.742999999999938,9.485999999999876
2025-08-13 09:53:00+00:00,2025-08-13 12:07:00+00:00,3366.2850000000003,3358.348,3358.398,3382.0590000000007,-1.1782437974355155,0.0,9993.289241776556,sl,7.887000000000171,15.774000000000342
2025-08-13 13:31:00+00:00,2025-08-13 13:54:00+00:00,3357.748,3365.4159999999997,3353.889,3365.466,1.141070472023798,0.0,9994.43031224858,tp,3.8589999999999236,7.717999999999847
2025-08-13 14:04:00+00:00,2025-08-13 15:09:00+00:00,3368.248,3359.805,3359.855,3385.034,-1.2526241405964893,0.0,9993.177688107984,sl,8.393000000000029,16.786000000000058
2025-08-13 18:51:00+00:00,2025-08-13 19:22:00+00:00,3353.255,3355.2250000000004,3352.245,3355.2750000000005,0.29354403475988666,0.0,9993.471232142743,tp,1.0100000000002183,2.0200000000004366
2025-08-14 09:03:00+00:00,2025-08-14 09:11:00+00:00,3348.4350000000004,3353.639000000001,3345.808,3353.689000000001,0.7765721044618927,0.0,9994.247804247205,tp,2.6270000000004075,5.254000000000815
2025-08-14 09:29:00+00:00,2025-08-14 09:43:00+00:00,3358.585,3355.125,3355.175,3365.4049999999997,-0.5148015816585808,0.0,9993.733002665545,sl,3.4099999999998545,6.819999999999709
2025-08-14 12:04:00+00:00,2025-08-14 12:18:00+00:00,3356.348,3352.9849999999997,3353.035,3362.974,-0.5006769871295685,0.0,9993.232325678417,sl,3.313000000000102,6.626000000000204
2025-08-14 12:44:00+00:00,2025-08-14 14:05:00+00:00,3352.2850000000003,3340.6899999999996,3340.74,3375.3750000000014,-1.7282469840161014,0.0,9991.504078694401,sl,11.545000000000528,23.090000000001055
2025-08-14 15:41:00+00:00,2025-08-14 16:08:00+00:00,3340.9350000000004,3337.705,3337.755,3347.295000000001,-0.4829869209396118,0.0,9991.021091773462,sl,3.180000000000291,6.360000000000582
2025-08-14 17:08:00+00:00,2025-08-14 19:05:00+00:00,3335.2980000000002,3340.4740000000006,3332.685,3340.524000000001,0.7752459476038317,0.0,9991.796337721065,tp,2.6130000000002838,5.2260000000005675
2025-08-14 19:17:00+00:00,2025-08-14 19:24:00+00:00,3340.6980000000003,3339.455,3339.505,3343.0840000000007,-0.1858863454252855,0.0,9991.61045137564,sl,1.193000000000211,2.386000000000422
2025-08-15 07:20:00+00:00,2025-08-15 08:25:00+00:00,3344.1850000000004,3339.875,3339.925,3352.705000000001,-0.6438615244885226,0.0,9990.966589851152,sl,4.260000000000218,8.520000000000437
2025-08-15 08:47:00+00:00,2025-08-15 09:09:00+00:00,3341.2980000000002,3338.575,3338.625,3346.6440000000007,-0.40710828582438313,0.0,9990.559481565328,sl,2.673000000000229,5.346000000000458
2025-08-15 09:59:00+00:00,2025-08-15 10:06:00+00:00,3342.998,3340.305,3340.355,3348.284,-0.40240192611329023,0.0,9990.157079639213,sl,2.643000000000029,5.286000000000058
2025-08-15 10:50:00+00:00,2025-08-15 10:57:00+00:00,3340.215,3336.685,3336.735,3347.175,-0.5278889905459442,0.0,9989.629190648668,sl,3.480000000000018,6.960000000000036
2025-08-15 11:56:00+00:00,2025-08-15 12:17:00+00:00,3343.895,3337.448,3337.498,3356.689,-0.9629958385671967,0.0,9988.666194810101,sl,6.3969999999999345,12.793999999999869
2025-08-15 12:40:00+00:00,2025-08-15 13:51:00+00:00,3341.065,3333.298,3333.348,3356.4990000000003,-1.161036530793218,0.0,9987.505158279308,sl,7.717000000000098,15.434000000000196
